Year,Title,Body
2021,大学院都市イノベーション研究院 藤掛洋子 教授のシンポジウム2021　教育がつなぐ「国際協力×ZOKEIのポテンシャル」参加について - 横浜国立大学,大学院都市イノベーション研究院の藤掛洋子教授が、シンポジウム2021　教育がつなぐ「国際協力×ZOKEIポテンシャル」（東京造形大学 教職課程室主催）にトークセッションスピーカーとして参加いたします。 シンポジウム2021　教育がつなぐ「国際協力×ZOKEIのポテンシャル」 日時　2021年10月2日（土）　13：00～15：30 会場　東京造形大学12号館201 主催　東京造形大学　教職課程室（Zokei Education Network) 後援　東京造形大学　教職の会 YouTube生配信 ＊参加URLは、近日東京造形大学ウェブサイトにて周知予定。 【プログラム】 第一部　対談 渡部 陽一（国際フォトジャーナリスト） 小林 貴史（東京造形大学教授） 並木 美奈（東京造形大学大学院生・造形教育研究領域） 進行　山田 猛（東京造形大学教授） 第二部　　トークセッション　（エジプト、カンボジアと多元生中継） トークセッションスピーカー 神谷 哲郎（JICA就学前教育チーフアドバイザー/エジプト） 矢加部 咲（JHP・学校をつくる会プノンペン事務所所長/カンボジア） 藤掛 洋子（横浜国立大学教授・博士・JICA海外協力隊事務局技術顧問） 山田 猛（東京造形大学教授・博士・国際協力研究） モデレーター　 石賀 直之（東京造形大学教授） 東京造形大学ウェブサイト シンポジウムポスター シンポジウムポスター (担当：都市イノベーション研究院)
2021,大学院都市イノベーション研究院 須川 亜紀子 教授の文化庁メディア芸術祭出演について - 横浜国立大学,大学院都市イノベーション研究院の須川亜紀子教授が、文化庁メディア芸術祭　アニメーション部門大賞『映像研には手を出すな！』全話上映会＋トークセッションに出演いたします。 文化庁メディア芸術祭 「アニメーション部門大賞『映像研には手を出すな！』全話上映会＋トークセッション」 日時：2021年10月3日(日) 13:00～20:20 会場：池袋HUMAXシネマズ プログラム： 13:00～14:00 トークセッション 14:00～15:00 休憩 15:00～20:20 全話上映会（※途中、休憩時間を挟んで上映いたします。） 出演： 須川 亜紀子（アニメーション部門審査委員／横浜国立大学大学院都市イノベーション研究院都市文化系教授） 藤津 亮太（第25回アニメーション部門審査委員／アニメ評論家） 第24回　文化庁メディア芸術祭ウェブサイト (担当：都市イノベーション研究院)
2021,２０２１年度日本学生支援機構奨学金　二次採用の募集について - 横浜国立大学,２０２１年度日本学生支援機構奨学金　二次採用（在学採用）について、申請・受付が始まります。 ご希望される学生は以下の案内をご確認ください。 ・給付奨学金【学部】は こちら ※過去に不採用になっても、二次採用に再度申し込むことができます。 審査に用いる所得等の情報は 毎年夏 に更新されるため、２０２１年春学期以前に家計判定で不採用となっていても今回の申請では採用される可能性があります。 参考： 在学採用パンフレット ・貸与奨学金【学部・大学院】第二種奨学金は こちら ・貸与奨学金【学部・大学院】（コロナ影響による卒業・修了延期※）第二種奨学金は こちら ※新型コロナウィルス感染症拡大の影響により、就職の内定取消しを受けたこと又は就職先が決まらない等で、やむを得ず卒業予定期を超えて在学することとなった者 ・貸与奨学金【学部・大学院】（コロナ影響によるボランティア活動※）第二種奨学金は こちら ※新型コロナウィルス感染症拡大の影響を機に、今年度中に休学しボランティアに参加する等の活動を行う者で、その休学期間の活動が有意義であると認められ、その他要件を満たす者 その他新しい情報は随時更新されますので 学務部学生支援課ウェブサイト をご確認ください。 (担当：学務部学生支援課)
2021,都市科学部・都市イノベーション研究院 藤掛洋子教授のNewsweek Japan「世界が尊敬する日本人100～国境を超えて世界を動かす逸材たち～」選出について - 横浜国立大学,"藤掛 洋子 横浜国立大学都市科学部長・都市イノベーション研究院教授がNewsweek Japan特集『世界が尊敬する日本人100～国境を超えて世界を動かす逸材たち～』に選ばれました。 藤掛洋子教授の専門は、文化人類学、開発人類学、ジェンダーと開発になります。28年にわたり中南米やアフリカやアジア、大洋州において国際協力の研究と実践を積み重ねてきました。特にパラグアイでは、研究者としてのみならずJICA草の根技術協力事業：パラグアイ農村女性生活改善プロジェクトのプロジェクトマネージャーとして農村女性の生活の質の向上のために尽力するとともに、認定・特定非営利活動法人の理事長としてスラムの若者たちの生活改善支援や伝統工芸品の作り手を支援するフェアトレード事業の推進などを行っています。 これまでの国内外における誠実な社会貢献が評価され、藤掛教授は、JICA理事長表彰やパラグアイ上院議員表彰、パラグアイ下院議員表彰、日本パラグアイ日本友好連盟より金メダル授与など多数の表彰を受けております。 横浜国立大学では、ショート・ビジットプログラム：パラグアイ渡航の責任者として、アクション・リサーチの手法を用い、日本の若者たちとパラグアイの方々とともにより良い地域社会創りの実践研究を指導しています。 関連リンク 藤掛洋子教授のウェブサイト https://yoquita.com/ 横浜国立大学 x JICA草の根技術協力事業：パラグアイ農村女性生活改善プロジェクトのウェブサイト https://paraguay-mujer.com/ 特定非営利活動法人ミタイ・ミタクニャイ子ども基金のウェブサイト https://mitai-mitakunai.com/ Español La Dra. Yoko Fujikake, decana de la Facultad de Ciencias Urbanas y académica de la Escuela de Postgrado de Innovación Urbana de la Universidad Nacional de Yokohama (YNU) ha sido elegida como uno de los “100 japoneses admirables del mundo -  Personas sobresalientes que mueven el mundo atravesando la frontera”, una edición especial de la revista Newsweek Japan. https://www.newsweekjapan.jp/magazine/338212.php La Dra. Yoko Fujikake se especializa en antropología cultural, antropología del desarrollo, género y desarrollo y ha venido realizando investigaciones y acciones durante 28 años en los países de Sudamérica, Africa, Asia y Oceanía. En Paraguay, en particular, además de las investigaciones, ha venido trabajando en el “Proyecto de Mejoramiento de la Calidad de Vida de las Mujeres Rurales del Paraguay” como directora general y contribuyendo a la promoción del comercio justo en pro de las artesanas, además de apoyar en el mejoramiento de vida de los jóvenes de zonas marginales en su papel de presidenta de una organización no gubernamental. Hasta la fecha, la Dra. Yoko Fujikake ha recibido, además, Premio del Presidente de la JICA, reconocimiento de la Cámara de Senadores de la República del Paraguay, reconocimiento de la Cámara de Diputados del mismo país, medalla de oro de la Comisión de Amistad Paraguay Japón y otros numerables reconocimientos por su contribución a la sociedad sincera dentro y fuera de su país. Asimismo, en la Universidad Nacional de Yokohama ha venido organizando el programa de viaje con los estudiantes orientando la investigación práctica para crear una mejor comunidad con los jóvenes de Japón y el Paraguay, a través de la aplicación de la metodología de “investigación-acción”. Más detalles podrá encontrar en la página web de la Dra. Yoko Fujikake. https://yoquita.com/ Programa de Socios de JICA –YNU: “Proyecto de Mejoramiento de la Calidad de Vida de las Mujeres Rurales del Paraguay” https://paraguay-mujer.com/ Fundación Mitaí Mitakuñaí https://mitai-mitakunai.com/ (担当：都市イノベーション研究院)"
2021,保土ケ谷区役所で開催の「多文化共生展示会」に本学留学生が参加しました - 横浜国立大学,多文化共生展示会 2021年8月28日（土）から、保土ケ谷区役所１階区民ギャラリーで「多文化共生展示会」が開催されています。本活動は「保土ケ谷区市民活動はぐくみ補助金受給事業」として、多文化共生サポーターズ「はなもも」様の主催により企画されており、横浜国立大学の留学生も参加しています。 今回のテーマは「各国の美しい文字」で、「こんにちは」「ありがとう」など誰もが使う簡単な言葉を、それぞれの母国の文字で書いて展示しています。 新型コロナウイルス感染症の影響で、地域との交流活動が縮小・制限されているなかで、このように本学の留学生が自国の言葉や文化を紹介する機会を提供していただきましたことを感謝いたします。 本展示会は9月7日（火）まで開催されていますので、ぜひ訪れてみてください。 (担当：学務部国際教育課)
2021,経済学部英語討論会同窓会をオンラインで開催しました - 横浜国立大学,2021年8月14日、経済学部内の短期滞在型プログラム「The Dialogues」を記念して、オンラインパーティーが開催されました。このパーティーは毎年開催し、卒業生はかつての討論会メンバーと再会し、現役学生は先輩に会って討論会を成功させるためのアドバイスを受けたり、将来の就職を視野に入れたネットワーキングを行ったりすることができます。コロナウイルスの影響で留学プログラムが大幅に制限される中、今年のアジア英語討論会はベトナムの協定大学と共同で実施し、討論会はオンラインで行われます。アジア英語討論会に参加している経済学部生8名と卒業生36名がパーティーに参加しました。YNUの学生たちは、今年のテーマである「Covid-19の経済的・社会的影響」について、先輩たちに概要を説明する短いプレゼンテーションを行いました。 Current students getting advice 過去15年間のDialoguesに参加した多くの卒業生に加え、今年の討論会のためを運営する2人の教員として、クレイグ・パーソンズ教授とアレクサンダー・マッコーレー教授が参加しました。また、張馨元准教授と退職された加島潤教授も参加し、長年アジア討論会で指導してきた多くの卒業生と再会しました。 旭化成、楽天、JAL、メルセデス・ベンツ、アクセンチュア、アマゾンなどの企業から参加した卒業生は、現在の学生たちに就職活動のためのアドバイスを与えてくれました。アジア討論会のメンバーは、たくさんの質問をし、職場での先輩の経験を聞く機会を得られたことに感謝していました。 Presenting to graduates 長年、顔を合わせていた同窓会に比べて、オンラインという環境が最初は珍しかったようですが、皆様制約をものともせず、楽しんでいました。1時間の予定だったZoomセッションは、3時間以上も続き、参加者はリラックスして楽しい交流を楽しむことができました。 Social Impact Presentation 経済学部では、3つの討論会を実施しています。 2006年から始まった「欧州英語討論会」は、毎年秋学期にヨーロッパの大学２つを訪問します。15年間のプログラム期間中、150名以上のYNU学生がヨーロッパ19カ国の大学を訪問し、移民問題、格差問題、ユーロ圏危機、女性問題などのトピックについて議論を交わしました。2010年に設立されたアジア英語討論会は、アジアの大学に焦点を当てた姉妹プログラムで、「The Modern City」や「Promoting Sustainable Tourism」などのテーマを取り上げています。2013年にスタートした「Global Applied Economics Forum」は、高度な英語力とアカデミックなプレゼンテーション能力を持つ学生が、これまでの国際経験を活かして、海外のさまざまな場所でプロジェクトを実施するプログラムです。これまでに、タイ、オーストラリア、スウェーデン、アメリカ、ポーランドを訪問しています。 Cohort reunion 毎年、同窓会パーティーでは、卒業生のDialoguesへの情愛と後輩を応援する気持ちが伝わってきて、海外大学で行う討論会が人生を変える効果があることを証明しています。一時的にオンラインに移行しても、討論会は学生が国際的な学術交流に参加し、グローバル人材として成長することを可能にし続けています。
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 教育人間科学部卒業生（陸上競技部OB)高田 裕士さんがテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年8月27日（金）8:15～9:00 放送局名 NHK 総合 番組名 東京2020パラリンピック あさナビ 出演者名 教育人間科学部卒業生　陸上競技部OB　高田 裕士氏 放送内容 高田裕士氏（教育人間科学部卒業生 陸上競技部OB）が、ご子息と共にゲスト出演します。 (担当：総務企画部学長室広報・渉外係)
2021,令和３年８月１１日からの大雨による災害により被害に遭われた学生の皆さんへ - 横浜国立大学,このたびの大雨による災害により被害に遭われた学生及びそのご家族の皆様には、心よりお見舞い申し上げます。 被害に遭われた世帯の学生で、経済的な支援等の相談を希望する場合は、下記の担当にご相談ください。 記 １. 授業料免除について 学生支援課経済支援係　　（学生センター２階） ２. 奨学金等について 学生支援課経済支援係　　（学生センター２階） ３.学生寄宿舎について　　　　　　学生支援課経済支援係　　（学生センター２階） ４.その他お困りの方 なんでも相談室 （学生センター２階） (担当：学務部学生支援課)
2021,全国ハモネプリーグにて本学学生グループが準優勝! - 横浜国立大学,8月14日（土）に放送された「全国ハモネプリーグ2021夏」において、本学の学生アカペラサークル「Stairways」出身の「夜にワルツ」が準優勝しました。 ハモネプリーグとは、楽器を使わず“声”だけでハーモニーを奏でる“アカペラ”の代名詞として、2001年からスタートし、一大アカペラブームを巻き起こした若者たちの歌の甲子園です。 「夜にワルツ」は3拍子のワルツにアレンジした楽曲を披露し、注目を集めました。 (担当：学長室広報・渉外係)
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 教育人間科学部卒業生（陸上競技部OB)高田 裕士さんがテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年8月22日（日）4:40～（予定） 放送局名 日本テレビ 番組名 24時間テレビ 愛は地球を救う 出演者名 教育人間科学部卒業生　陸上競技部OB　高田 裕士氏 放送内容 高田裕士氏（教育人間科学部卒業生 陸上競技部OB）が、東京2020年パラリンピック日本代表内定の奥様 高田千明氏と家族3人でVTR出演します。 (担当：総務企画部学長室広報・渉外係)
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 教育人間科学部卒業生（陸上競技部OB)高田 裕士さんがテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年8月14日（土）20:45～21:00 再放送：8月20日（金）12時45分〜13時（予定） 放送局名 NHK  Eテレ 番組名 ろうを生きる　難聴を生きる「ハードルを乗り越えろ！陸上選手・高田裕士」 出演者名 教育人間科学部卒業生　陸上競技部OB　高田 裕士氏 放送内容 高田裕士氏（教育人間科学部卒業生 陸上競技部OB）が、ろうを生きる　難聴を生きる「ハードルを乗り越えろ！陸上選手・高田裕士」に出演します。 (担当：総務企画部学長室広報・渉外係)
2021,2021年度 横浜国立大学 工学研究院等技術部 技術部報告会を開催します - 横浜国立大学,工学研究院等技術部では、教育・研究に関わる技術職員の技術向上、様々な分野にわたる技術支援活動の公開と進展を目的に、「横浜国立大学工学研究院等技術部 技術部報告会」を毎年開催しております。 本年度の技術部報告会につきましても新型コロナウイルス感染拡大を受け、 Web と Zoom で開催いたします。 なお、学内関係者の事前の参加申し込みは不要となっています。 詳細は技術部公式ウェブサイト（2021年 3月に新しい URL でリニューアル公開しました）にも掲載しますのでご覧ください。 関連リンク 横浜国立大学　工学研究院等技術部（理工学系　技術職員組織）公式ウェブサイト 2021年度 横浜国立大学 工学研究院等技術部 技術部報告会プログラム (担当：大学院工学研究院)
2021,藤掛洋子都市科学部長が「世界が尊敬する日本人１００人」に選ばれました - 横浜国立大学,本学 藤掛洋子 都市科学部長がNewsweek掲載の「世界が尊敬する日本人100人」2021年度版の１人に選ばれました。藤掛先生はパラグアイでの学校建設などを行うNPO法人ミタイ・ミタクニャイ子ども基金の代表も務めており、パラグアイにおける農村女性の生活改善などに対する活動などが評価されました。 (担当：学長室)
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 本学の学生アカペラサークルアカペラサークル「Stairways」に所属する「夜にワルツ」がハモネプリーグ２０２１夏に出場が決まりました。大会に先駆け、本日放送の注目グループの紹介番組で「夜にワルツ」のメンバーが出演します。 放送日時 2021年7月30日(金) 25:00～26:00 放送局名 フジテレビ 番組名 ハモネプリーグ2021夏 夏期講習SP 出演者名 アカペラサークル「Stairways」に所属する「夜にワルツ」 放送内容 ハモネプリーグ２０２１が８月１４日（土）に放送されます。 大会に先駆け応募グループの中から選ばれた注目グループの紹介で、本学アカペラサークル「Stairways」に所属する「夜にワルツ」が出演します。 (担当：学長室広報・渉外係)
2021,令和２年度・令和３年度ＹＮＵ大澤奨学金目録贈呈式を挙行 - 横浜国立大学,新規奨学生 継続奨学生 ７月２１日（水）に「令和２年度・令和３年度ＹＮＵ大澤奨学金目録贈呈式」が執り行われました（昨年度はコロナウィルス感染症の影響により中止のため、今年度に同時開催）。 この奨学金は本学卒業生の大澤様からのご寄附により、平成２５年度に設立された本学独自の給付型奨学金制度で、昨年度４名、今年度４名の学生がそれぞれ第八期奨学生、第九期奨学生として採用されました。 目録贈呈式では、梅原学長から奨学生一人一人に目録が授与され、お祝いと激励の言葉が贈られました。 目録贈呈式終了後に行われた交流会では、奨学生より、感謝の言葉と今後の抱負が述べられ、寄附者である大澤様より、ご自身の経験を踏まえ、大学生活における友人を大切にし、学業に励んでほしい旨の温かいお言葉が贈られました。 (担当：学務部学生支援課)
2021,令和２年度・令和３年度ＹＮＵ竹井准子記念奨学金目録贈呈式を挙行 - 横浜国立大学,新規奨学生（令和２年度２名、令和３年度２名） 継続奨学生 ７月１６日（金）に「令和２年度・令和３年度ＹＮＵ竹井准子記念奨学金目録贈呈式」が執り行われました（昨年度はコロナウィルス感染症の影響により中止のため、今年度に同時開催）。 この奨学金は本学卒業生の竹井准子様のご遺志により、平成２７年度に設立された本学独自の給付型奨学金制度で、昨年度２名、今年度２名の学生がそれぞれ第六期奨学生、第七期奨学生として採用されました。 目録贈呈式では、梅原学長から奨学生一人一人に目録が授与され、お祝いと激励の言葉が贈られました。 目録贈呈式終了後に行われた交流会では、奨学生より、感謝の言葉と今後の抱負が述べられ、寄附者ご家族である天野様より、奨学生へ大学生活への励ましのお言葉が贈られました。 (担当：学務部学生支援課)
2021,東京五輪代表内定(陸上女子100ｍハードル)の木村文子選手が梅原学長を表敬訪問 - 横浜国立大学,東京2020オリンピック陸上女子100ｍハードルの日本代表に内定した本学卒業生の木村文子選手（2010年教育人間科学部卒業、エディオン所属）が、７月１２日（月）に梅原学長を表敬訪問されました。 木村選手は、４月から本学の陸上競技場でも練習を行っており、本学陸上競技部の学生と一緒に練習をされたり、陸上競技部顧問の伊藤教授から指導を受けていました。 梅原学長からは、「トップであり続けることは、本当に大変なことだと思います。オリンピックでもがんばってください。」と、エールの言葉が贈られ、同席した教員とともに、にこやかに歓談されました。
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 都市イノベーション研究院　菅野　裕子特別研究教員がラジオに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年7月15日（木）13：00～13:30頃（予定） 放送局名 ＦＭ横浜 番組名 Kiss＆Ride 出演者名 都市イノベーション研究院　菅野　裕子特別研究教員 放送内容 近著『横浜の名建築をめぐる旅』（エクスナレッジ、2021年7月）を紹介、横浜の近代建築の魅力について解説します。（当日の生放送） (担当：総務企画部学長室広報・渉外係)
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 上ノ山 周 名誉教授がテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年7月16日（金）19時57分～ 2021年7月17日（土）08時15分～　（再放送） 放送局名 NHK総合 番組名 「チコちゃんに叱られる！」 出演者名 上ノ山 周 名誉教授 放送内容 海の水に塩が入っているのはなぜ？のテーマに上ノ山名誉教授が出演します。 (担当：総務企画部学長室広報・渉外係)
2021,本学卒業生の木村文子選手が東京2020オリンピック日本代表に内定 - 横浜国立大学,本学卒業生の木村文子選手（2010年教育人間科学部卒業、エディオン所属）が、東京2020オリンピック陸上女子100ｍハードルの日本代表に内定しました。 木村選手は、2012年に開催されたロンドンオリンピックに続き、２回目の出場となります。 母校として心からの祝福と東京オリンピックでのご活躍を祈念しております。 (担当：学長室)
2021,【御礼】食料支援について - 横浜国立大学,社会福祉法人 横浜市保土ケ谷区社会福祉協議会様のご支援により、 2021年7月1日、横浜国立大学の学生約180人に食料と日用品を無料配布いたしました。 「保土ケ谷区社会福祉協議会」の皆様、準備や当日のご協力をいただきました「常盤台地区社会福祉協議会」の皆様、「常盤台地区連合町内会」の皆様、ボランティアの皆様、そして、食材や日用品をご寄付いただいた皆様に、心より感謝申し上げます。ありがとうございました。 生活に困っている横浜国立大学の学生に食料等を配布します。 対象：食に困っている横浜市在住で一人暮らしの横浜国立大学の学生 日時：①7月1日（木）11時30分　～　12時15分 ②7月1日（木）12時15分　～　13時00分 ③7月1日（木）15時15分　～　16時00分 ④7月1日（木）16時00分　～　16時45分 ※それぞれ50名。 場所：大学会館２階 内容：米、麺類、レトルト食品、缶詰、日用品など ※パンフレットにイメージ有 予約期間：6月21日（月） 8時30分～ 手続：①予約期間中に下記の希望日時をクリックして予約 ②当日受付で 学生証を提示 し、食料等を受け取る。 ※当日は必ず大きめの持ち帰り用のバッグなどを持参ください。 希望日時： ①7月1日（木）11時30分　～　12時15分 ②7月1日（木）12時15分　～　13時00分 ③7月1日（木）15時15分　～　16時00分 ④7月1日（木）16時00分　～　16時45分 ※それぞれ先着50名とし、人数に達した段階で締め切ります。 ※予約は一人につき①～④のいずれか１回、１名です。 主催：社会福祉法人横浜市保土ケ谷区社会福祉協議会 問い合わせ先：gakusei-senmon@ynu.ac.jp（学生支援課） パンフレット
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 工学研究院　川村　出准教授がテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年6月18日（金）6：00～ 放送局名 TBS 番組名 あさチャン！ 出演者名 工学研究院　川村　出准教授 放送内容 工学研究院　川村　出准教授が番組内テーマ『SDGsコーナー』に出演します。 (担当：総務企画部学長室広報・渉外係)
2021,人事が見る大学イメージランキングで本学が６位にランクイン - 横浜国立大学,日本経済新聞社と就職・転職支援の日経HRが実施した、企業の人事担当者から見た大学イメージ調査で、本学が総合ランキング６位（関東甲信越地域では２位）にランクインしました。 この調査は、全上場企業と一部有力未上場企業の人事担当者に、採用した学生から見た大学のイメージを聞いたもので、「行動力」「対人力」「知力・学力」「独創性」の４つの側面から評価されるものです。 本学ではここ数年間で、PBL（Project Based Learning）の手法を取り入れた課題解決型授業への取り組みが進んでいます。またワンキャンパスで学生数も多くない規模で文理混合の多様性の中で一般教育ができることや、学生IRで学生の学修・生活行動や意識について情報を集め、教育に反映している結果だと思います。 今後もこのような結果を続けられるよう、引き続き最大限の支援を行ってまいりたいと思います。
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 環境情報研究院 山本伸次准教授がテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年6月27日（日）12：00～ 放送局名 NHK-BS 番組名 グレートネイチャー 出演者名 環境情報研究院 山本伸次准教授 放送内容 環境情報研究院 山本伸次准教授が番組テーマ『「体感！グレートネイチャーSP オーストラリア・唯一無二の絶景大陸」』に出演します。 (担当：総務企画部学長室広報・渉外係)
2021,中央図書館にて都市イノベーション学府・研究院の広報誌「YEARBOOK」の閲覧が可能になりました - 横浜国立大学,都市イノベーション学府・研究院広報誌「YEARBOOK」 都市イノベーション学府・研究院では、組織が設置された平成23（2011）年より、「YEARBOOK」という広報誌を発行しています。 都市イノベーション学府・研究院のYEARBOOKは、毎年、社会的・教育的に注目すべきテーマを取り上げ、当学府・研究院の各専門分野で活躍されている教員や学生、学外の方々によるインタビューや対談等を行い、各専門分野を超え、最先端の現在知から未来につながるイノベイティブな議論内容をまとめたものです。 これまで、YEARBOOKは都市イノベーション学府や都市科学部所属の学生等へ配布をしておりましたが、この度、YEARBOOKのバックナンバーが本学中央図書館にて閲覧できるようになりました。 場　　所：中央図書館　（キャンパスマップ　Ｓ３－６） 配架位置：中央図2F-大学研究(大学刊行物) 学生の皆さんをはじめ多くの方々に実際に手に取っていただき、都市イノベーション学府・研究院の取組みを知っていただく機会になればと願っています。 ぜひ、ご覧ください。 関連リンク 横浜国立大学キャンパスマップ： https://www.ynu.ac.jp/access/map_campus.html 横浜国立大学附属図書館ウェブサイト： https://www.lib.ynu.ac.jp/ (担当：都市イノベーション研究院)
2021,テレビ・ラジオへの出演 - 大学案内 - 横浜国立大学,テレビ・ラジオへの出演一覧 教育学部 薩本弥生教授がテレビに出演されます。 放送日時、放送メディアは以下のとおりです。 放送日時 2021年6月26日（土）21：00～21：29 （再放送）：2021年7月3日（土）12：00～12：29 放送局名 NHK  Eテレ 番組名 すくすく子育て 出演者名 教育学部 薩本弥生教授 放送内容 教育学部 薩本弥生教授が番組テーマ『子どもの服と体温調節』に出演し、子ども（乳幼児）の衣服の選び方や着せ方、体温調節について解説します。 (担当：総務企画部学長室広報・渉外係)
2021,6月はプライド月間です　－学長からのメッセージ－ - 横浜国立大学,プライド月間にあたり、梅原学長からのメッセージをお届けします。 2015年に国連で採択された「持続可能な開発のための2030アジェンダ」は、2030年までにSDGs（持続可能な開発目標）を達成することを目指しています。このアジェンダのスローガンである「誰一人取り残さない(No one will be left behind)」という言葉は、学長の学生や教職員に対する思いでもあります。 横浜国立大学は、プライド月間に際してLGBTQIAコミュニティのこれまでの歩みに敬意を表し、誰一人取り残さないキャンパスづくりに向けて邁進して参ります。 －学長からのメッセージ－ (担当：学務部学生支援課)
